,message_id,actor_id,engagement_type,engagement_parent,text,univ_id,time_published,media_type,geo,index_text,keyN,tweet_counts,user_counts,gpt_label,manual_label,is_gt,label
16338,869454,22850,retweet,3074c864a51afb667bcb01414556ebb5a55ee121637d7466fc086d451fe5d528,"RT Wongramosjr Pa-alert Cagayan. Gov. Mamba, the one to whom you are talking again from EDCA is kadre of CP-NPAPA-NF Cagayan. They want to smuggle the injured partner who hides in Lallo Cagayan.",,1681426101,Twitter,,alert cagayan cagayan cagayan cp edca gov hides injured kadre lallo mamba nf npapa pa partner rt smuggle talking wongramosjr,20,15,11,opposing,,0,
16341,1960627,22850,retweet,815e3a51f43f5ee1aa62373e09f37f14d9c0bfe6b29e93f3e0d89785a5c86405,"RT @justinmaniluh Ms. Sassot, I can’t speak for @GretaThunberg and her earlier statement re: President @bongbongmarcos and Climate Change. But I sincerely think, this has nothing to do with EDCA. 😅 Maybe… she’s mum about it because PBBM proved her wrong. For your reference, here are Climate… https://t.co/c3J9myUvLu",,1683312404,Twitter,,change climate climate earlier edca ms mum pbbm president proved reference rt sassot sincerely speak statement wrong,17,16,11,neutral,,0,
16343,7023313,169163,retweet,c9ad64bcb1dc84d308cd077f277775437782dee3d07a7b6b71bf6e86eefcbdae,"RT @LakasNgTimog When we complain about EDCA today, some people reply w/ Du30 quotes from years ago. I don’t get it. 1st, it DOES NOT address the CURRENT issue of MORE BASES. 2nd, it’s like saying OK lang yan kasi OK nga kay Du30 dati. Hindi ba pwedeng pareho silang mali? Susmaryosep.",,1675521199,Twitter,,1st 2nd address ago ba bases complain current dati don du30 du30 edca hindi issue kasi kay lang mali nga pareho people pwedeng quotes reply rt silang susmaryosep today yan years,31,12,5,opposing,,0,
16348,469811,45930,retweet,655ba9d4993412feed7766d8c34ce8988eb8e848442c967fb5d21eed6312d1e6,"RT ŠaltermidA 'By EDCA, American troops may enter here. 'When China, West Philippines Sea may be attacked... But now ICC, the cry will enter for sovereignty. - Atty. Neri Colmenares, People First Where the new episode of ALAB Analysis is about 8 PM typs:/tco./3TWPnon",,1675421781,Twitter,,3twpnon alab american analysis attacked atty china colmenares cry edca enter enter episode icc neri people philippines pm rt sea sovereignty tco troops typs west šaltermida,26,18,5,opposing,,0,
16349,3115741,45930,retweet,d3016461c5408248ef32b07fcae3b26089180f6c6394c2ff9448128aea818cf5,"RT @KadamayNtnl As the biggest Balikatan in history looms, we raise concerns over the social costs of the lopsided EDCA and the addition of four US military bases. The agreement only benefits US political and military interests while Filipino workers and communities bear the brunt of the costs. https://t.co/Q6r5WEEnPH",,1680854539,Twitter,,addition agreement balikatan bases bear benefits biggest brunt communities concerns costs costs edca filipino history interests looms lopsided military military political raise rt social workers,25,18,5,opposing,,0,
16351,45931,45930,retweet,c4f1950dc66037dec9b9ac40ac587d5346399c190372e71af1f9e9a932d6528a,"RT @teddycasino Marcos is fooling himself and the country. EDCA agreed locations are US forward bases with prepositioned arms and equipment for the exclusive use of US armed forces. It is not there for the defense of the Philippines but for tactical needs of the US, including offensive actions.",,1681098216,Twitter,,actions agreed armed arms bases country defense edca equipment exclusive fooling forces forward including locations marcos offensive philippines prepositioned rt tactical,21,19,5,opposing,,0,
16352,3037347,45930,retweet,6afac5c8569c9afaed8335fc4fbc111f366c8a933c1437774deb3b7b8b071b2b,"RT öpstonph NatON calls out to all drivers, operators, and poor workers throughout the country to disagree with the objection of EDCA and Balilan. Resist all forms of foreign exploitation by all imperialists, map US or China. (1/2)  badness:/tco/ZjuyvtnkN",,1681224983,Twitter,,badness balilan calls china country disagree drivers edca exploitation foreign forms imperialists map naton objection operators poor resist rt tco workers zjuyvtnkn öpstonph,23,26,5,opposing,,0,
16357,1892462,180760,retweet,655ba9d4993412feed7766d8c34ce8988eb8e848442c967fb5d21eed6312d1e6,"RT ŠaltermidA 'By EDCA, American troops may enter here. 'When China, West Philippines Sea may be attacked... But now ICC, the cry will enter for sovereignty. - Atty. Neri Colmenares, People First Where the new episode of ALAB Analysis is about 8 PM typs:/tco./3TWPnon",,1675419908,Twitter,,3twpnon alab american analysis attacked atty china colmenares cry edca enter enter episode icc neri people philippines pm rt sea sovereignty tco troops typs west šaltermida,26,18,5,opposing,,0,
16359,4941526,180760,retweet,ada60ea7ce6995d7cab5145b35aa4c3d9fd6d9bc84f9a6fe139506f2a9cd6292,RT @ReynaValmores WHAT IS THE BALIKATAN EXERCISE AND WHY MUST WE OPPOSE IT? Here are key reasons why we must call for an end to the US-RP Balikatan exercise and the lop-sided military agreements between the US and the Philippines A comprehensive thread 🧵 #USTroopsOutNow https://t.co/wEqth5gZaG,,1681281388,Twitter,,agreements balikatan balikatan call comprehensive end exercise exercise key lop military oppose philippines reasons rp rt sided thread,18,537,5,opposing,,0,
16360,7176681,180760,retweet,abe167e1d8b2eb48a8750e4bd115d16653479c67a5e77fafdf9f4faf117b105e,"RT @MangingisdaSays I hope Kakampinks who criticize them in the replies section understand the issue first. Two EDCA sites will be in Cagayan, which could endanger residents in the friction between US & China. We must not let ourselves be dragged into the inter-imperialist war between US & China!",,1681797793,Twitter,,cagayan china china criticize dragged edca endanger friction hope imperialist inter issue kakampinks replies residents rt section sites understand war,20,118,5,opposing,,0,
16362,4221485,1532,retweet,655ba9d4993412feed7766d8c34ce8988eb8e848442c967fb5d21eed6312d1e6,"RT ŠaltermidA 'By EDCA, American troops may enter here. 'When China, West Philippines Sea may be attacked... But now ICC, the cry will enter for sovereignty. - Atty. Neri Colmenares, People First Where the new episode of ALAB Analysis is about 8 PM typs:/tco./3TWPnon",,1675419981,Twitter,,3twpnon alab american analysis attacked atty china colmenares cry edca enter enter episode icc neri people philippines pm rt sea sovereignty tco troops typs west šaltermida,26,18,13,opposing,,0,
16364,2906127,1532,retweet,15ced3ad3c3f5eaf02e59dbb905d9340a51f239ca19bd1a0f6350265a40099d6,"RT @natoreyes There is no ""joint control"" or ""joint command"" of agreed locations under EDCA. The DND is deceiving the people. The Philippines in fact authorizes the US to use Philippine facilities for an array of activities, free of charge. No rent will be paid by the US. https://t.co/ecHLKpiAP7",,1675540299,Twitter,,activities agreed array authorizes charge command control deceiving dnd edca facilities fact free joint joint locations paid people philippine philippines rent rt,22,24,13,opposing,,0,
16365,4722552,1532,retweet,c18ebc038d3f24c62e56e6bc785390206248f000aece3f1a6640094b5e1f3983,RT @iamRaoulManuel We stand with the people of Cagayan in resisting US military access to our islands via EDCA sites. Defend national sovereignty! #JunkEDCA https://t.co/5HzlfuBOyA,,1676289718,Twitter,,access cagayan defend edca islands military national people resisting rt sites sovereignty stand,13,23,13,opposing,,0,
16367,3193737,1532,retweet,0a0c16922f65f842eeda9efabdaf98910e3cc788f05595c157e0f71640fb0ac7,"RT Šaltermidy VIOORIN: Biasata women have launched protest against the National Citizen Service Training Bill and extended Enhanced Defense Cooperation Agreedment (EDCA) to Mendiola, Manila today, March 3. (Vide from Gabriela Youth) hops:/tco/M93ZA4j9",,1677835289,Twitter,,agreedment biasata bill citizen cooperation defense edca enhanced extended gabriela hops launched m93za4j9 manila march mendiola national protest rt service tco today training vide vioorin women youth šaltermidy,28,24,13,opposing,,0,
16369,2246890,1532,retweet,1b884f344f75e274609ca219fd1ec28a10a848569f5ec41be6f5c6be6c8b8e5c,"RT  wivesPilinascm ALTERT (thread) Aresto after peaceful action in the US Embassy against Balilog and EDCA. IMPERYALISM, OTHERSA! #NoTBangExcersices #USTroopsOutN hops:/tco/ClhKVLEf",,1681168938,Twitter,,action altert aresto balilog clhkvlef edca embassy hops imperyalism othersa peaceful rt tco thread wivespilinascm,15,16,13,opposing,,0,
16370,6871274,1532,retweet,e310293120550aa18af5588dbf770b4df1c3d007e6ff16099872946c28fe2d22,"RT @sison4olseasons WAG NA WAG SIYANG KAKALIMUTAN! VFA and EDCA, besides making our country a playground of imperialist military industrial complex, will lead to more cases like Jennifer Laude! REMEMBER! Scott Pemberton was in our country because of EDCA in 2014 #JunkVFA #JunkEDCA #YANKEEGOHOME https://t.co/4cTx6IxZ51",,1681209709,Twitter,,cases complex country country edca edca imperialist industrial jennifer kakalimutan laude lead making military na pemberton playground remember rt scott siyang vfa wag wag,24,37,13,opposing,,0,
16371,1250007,1532,retweet,2689d7f7abd8fb1bac9a57a64433c27dcee5ec426a078e496980ac4a6eab5e2c,"RT  Manueltaripnog  Brasil URGENT ALT April 12, 7:40PM, three vehicles that identified Agnes Mesina - Cagayan Valley Coordinator; Walter Villegas - Youngtylist CV Coordinorator and another after communications treatment of EDCA.tps:/tcog/P14Hpp",,1681321362,Twitter,,12 40pm agnes alt april brasil cagayan communications coordinator coordinorator cv edca identified manueltaripnog mesina p14hpp rt tcog tps treatment urgent valley vehicles villegas walter youngtylist,26,52,13,neutral,,0,
16373,5662439,1532,retweet,f0d2baa3827c5127571caa77cdfea48a4a7b155d8ab927e45d1cae221489445e,RT @CONTEND_UP READ: Primer on the Visiting Forces Agreement (VFA) and the Enhanced Defense Cooperation Act (EDCA). JOIN THE MULTISECTORAL MOBILIZATION AGAINST US IMPERIALISM ON JUNE 12! Read CONTEND's position on #HINDIpendenceDay: https://t.co/h96Xq2qRCu #JunkVFA #JunkEDCA #AtinAngPinas https://t.co/injcUrS9MC,,1686480676,Twitter,,12 act agreement contend cooperation defense edca enhanced forces imperialism join june mobilization multisectoral position primer read read rt vfa visiting,21,28,13,opposing,opposing,1,
16374,1871268,1532,retweet,37f70bff3a6f85078ff2103c04f905f23214a9abf9e32d25f22f534d324e359c,"RT @Bahaghari_PH “This war will never even happen in the US. It will not happen in China. This war will happen here, in the Philippines. It is Filipinos who will pay to maintain the dominance of the US”. Watch Al Jazeera’s (@ajplus) investigation on Balikatan: https://t.co/3PnOkQ8Hin https://t.co/5ElnlLeFlq",,1687923004,Twitter,,al balikatan china dominance filipinos happen happen happen investigation jazeera maintain pay philippines rt war war watch,17,71,13,opposing,,0,
16383,4939847,45788,retweet,655ba9d4993412feed7766d8c34ce8988eb8e848442c967fb5d21eed6312d1e6,"RT ŠaltermidA 'By EDCA, American troops may enter here. 'When China, West Philippines Sea may be attacked... But now ICC, the cry will enter for sovereignty. - Atty. Neri Colmenares, People First Where the new episode of ALAB Analysis is about 8 PM typs:/tco./3TWPnon",,1675507147,Twitter,,3twpnon alab american analysis attacked atty china colmenares cry edca enter enter episode icc neri people philippines pm rt sea sovereignty tco troops typs west šaltermida,26,18,25,opposing,,0,
16387,3383808,45788,retweet,9975a251fe6bf41bb91ed9c1539f17e13367bfb7e3dcd377df3fa77ae464de0a,"RT @natoreyes On the new US forward bases The four new EDCA sites in Cagayan, Isabela and Palawan announced by the Philippine government will allow the US to preposition weapons and warships directed at China, a move that will heighten tensions and lead to an arms race in the region. https://t.co/b4cRvcY2EK",,1680647952,Twitter,,announced arms bases cagayan china directed edca forward government heighten isabela lead move palawan philippine preposition race region rt sites tensions warships weapons,23,30,25,opposing,,0,
16388,5979473,45788,retweet,d3016461c5408248ef32b07fcae3b26089180f6c6394c2ff9448128aea818cf5,"RT @KadamayNtnl As the biggest Balikatan in history looms, we raise concerns over the social costs of the lopsided EDCA and the addition of four US military bases. The agreement only benefits US political and military interests while Filipino workers and communities bear the brunt of the costs. https://t.co/Q6r5WEEnPH",,1680959899,Twitter,,addition agreement balikatan bases bear benefits biggest brunt communities concerns costs costs edca filipino history interests looms lopsided military military political raise rt social workers,25,18,25,opposing,,0,
16389,6688012,45788,retweet,efe230e3260431a5660a3c9b4e116d66abaaab5466cb1d65f2e5a3facf1b6e14,"RT  #CEGPhils Progressive organizations strongly object to such revolutionary laws as MDT, VFA, EDCA, that Barbian Exercises are united only in democratic rights, in nature such as agricultural and fishing land, and national sovereignty. ethps:/tco./JKe4AO8H, and national sovereignty.",,1681173912,Twitter,,agricultural barbian democratic edca ethps exercises fishing jke4ao8h land laws mdt national national nature object organizations progressive revolutionary rights rt sovereignty sovereignty strongly tco united vfa,26,18,25,opposing,,0,
16390,5839247,45788,retweet,6afac5c8569c9afaed8335fc4fbc111f366c8a933c1437774deb3b7b8b071b2b,"RT öpstonph NatON calls out to all drivers, operators, and poor workers throughout the country to disagree with the objection of EDCA and Balilan. Resist all forms of foreign exploitation by all imperialists, map US or China. (1/2)  badness:/tco/ZjuyvtnkN",,1681254718,Twitter,,badness balilan calls china country disagree drivers edca exploitation foreign forms imperialists map naton objection operators poor resist rt tco workers zjuyvtnkn öpstonph,23,26,25,opposing,,0,
16393,5922501,45788,retweet,10019d2588a095592c6fa96a1d06262d362fa88d7db087dc2da66ac46c139381,"RT @altermidya 'Candle lighting vs EDCA' “We don’t need them here. We could improve our capability on our own, we do not need foreign troops to protect us. Why are we depending on America for the last 125 years? Look at us, are we capacitated?” - Gov. Mamba said in an interview 📸Cagayan PIO https://t.co/wBQpaE2xHK",,1681805672,Twitter,,america cagayan candle capability capacitated depending don edca foreign gov improve interview lighting mamba pio protect rt troops years,19,29,25,opposing,,0,
